lines,chars,aa
10,27,"          o                
/|   o         o           
\|=--            o         
   ##                      
                   \\      
                /   \O     
               O_/   T     
               T    /|     
               |\  | |     
_______________|_|________
"
42,34,"         __oooo                   
       //  /    o                 
     / /  |      o                
    | /  |__     o                
   | |   __/    o                 
   | |  /  oooo                   
  | /  |  _______________________ 
 | |   | |_______________________|
||    |___ \__/\_/\_/\/\/\/\/\/\/ 
||    |    \ \/\/\/\/\/\/\/\/\/   
||    \     \ \/\/\/\/\/\/\/\/    
| |    |    |  \/\/\/\/\/\/\/     
 | |    |   |   \/\/\/\/\/\/      
  | |    \_/    |\/\/\/\/\/|      
   \ \     \__  |/\/\/\/\/\|      
    |         \                   
   |           |                  
   |           |                  
   |           |                  
   |           |                  
    |          |                  
    |         |                   
     |________|                   
     |________|                   
    ||         |                  
   | |          |                 
  |  /          |                 
 |  /          /                  
 /\|__________|                   
|   /       /                     
|  |       /                      
| |       |                       
 \ |      \                       
  \ \      \                      
    \ \     |                     
      \ \    |                    
        \ \  |_                   
          \\_/ \                  
           |    |                 
           |   /                  
           |  |                   
           |_/
                   "
10,20,"         ,'|`.      
 _    _.-""-""`-.`. _ 
|.`,-' .  .  . ""."",|
|C`:  . .  . . .,' |
| R `._.  . . ,'   |
|  A   |""-..-'     |
|   Y  |C R A Y O N|
 `.  O |        _.-""
   `. N|    _.-""    
     `.|_.
         "
13,25,"        ____             
    ,dP9CGG88@b,         
  ,IP  _   Y888@@b,      
 dIi  (_)   G8888@b      
dCII  (_)   G8888@@b     
GCCIi     ,GG8888@@@     
GGCCCCCCCGGG88888@@@     
GGGGCCCGGGG88888@@@@...  
Y8GGGGGG8888888@@@@P.....
 Y88888888888@@@@@P......
 `Y8888888@@@@@@@P'......
    `@@@@@@@@@P'.......  
        """"""""........
    "
14,26,"         _.-----._        
      .-'         `-.     
    .'     _..._     `.   
   :     .' .-. `.     :  
  :     :  :   :  :     : 
 :      :  :   :  :      :
 :       `._`-'_.'       :
 :       .' .-. `.       :
 :      :  :   :  :      :
  :     :  :   :  :     : 
   :     `._`-'_.'     :  
jgs `.      '''      .'   
      `-._       _.-'     
          `-----'
        "
14,26,"         _......._        
      .-:::::::::::-.     
    .:::::::::::::::::.   
   :::::::' .-. `:::::::  
  :::::::  :   :  ::::::: 
 ::::::::  :   :  ::::::::
 :::::::::._`-'_.:::::::::
 :::::::::' .-. `:::::::::
 ::::::::  :   :  ::::::::
  :::::::  :   :  ::::::: 
   :::::::._`-'_.:::::::  
    `:::::::::::::::::'   
jgs   `-:::::::::::-'     
         `'''''''`
       "
14,25,"       _.a$$$$$a._       
     ,$$$$$$$$$$$$$.     
   ,$$$$$$$$$$$$$$$$$.   
  d$$$$$$$$$$$$$$$$$$$b  
 d$$$$$$$$~'""`~$$$$$$$$b 
($$$$$$$p   _   q$$$$$$$)
$$$$$$$$   (_)   $$$$$$$$
$$$$$$$$   (_)   $$$$$$$$
($$$$$$$b       d$$$$$$$)
 q$$$$$$$$a._.a$$$$$$$$p 
  q$$$$$$$$$$$$$$$$$$$p  
   `$$$$$$$$$$$$$$$$$'   
     `$$$$$$$$$$$$$'     
       `~$$$$$$$~'
      "
14,25,"       _.-""""""""""-._       
     ,'           `.     
   ,'               `.   
  /                   \  
 /       ,-'""`-.       \ 
(       /   _   \       )
|      (   (_)   )      |
|      (   (_)   )      |
(       \       /       )
 \       `-._.-'       / 
  \                   /  
   `.               ,'   
     `.           ,'     
       `-._____.-'
      "
17,38,"_                                     
 ""-_                                  
    ""-_                               
_     ,""-_          _.-""""""""""-._       
 ""-._(    :-.     ,'           `.     
     ""-._(   )  ,'               `.   
         ""`-'  /   ,'\             \  
              /    \,'              \ 
             (                       )
             |                       |
             |                       |
             (                       )
              \                     / 
               \                   /  
                `.               ,'   
                  `.           ,'     
                    `-._____.-'
      "
9,20,"         .-.        
      .-.\ /    .-. 
      \ /|=|    \ / 
      |=|   \   |=| 
     /   \ ---./   \
     |   / ..  \   |
     |  |#  '   |  |
jgs   '._\     /_.' 
          '---'
    "
11,23,"         _....._       
      .;;'      '-.    
    .;;: _         '.  
   /;;:'(_)          \ 
  |;;:'_     _        |
  |;;:(_)   (_)       |
  |;;::.              |
   \;;::.            / 
    ';;::.         .'  
      '-;;:..  _.-'    
jgs       '''''
       "
11,19,"  __  __  __  __   
  )(__)(__)(__)(   
 /  )(__)(__)(  \  
 | /  )(__)(  \ |  
 | | /  )(  \ | |  
 '-| | /  \ | |-'  
   '-| |  | |-'    
jgs  '-|  |-' .--. 
       '--'  / .  \
             \'.  /
              '--'
"
12,28,"              .-.           
              \ /      .-.  
              |_|  .-. \ /  
              |=|  \ / |_|  
             /   \ |_| |=|  
            / (@) \|=|/   \ 
       ____ |     /   \@)  \
     .'    '.    / (@) \   |
    / #      \   |     |   |
    |    o o |'='|     |  / 
    \     o  /    \   /'='  
jgs  '.____.'      '=
      "
14,29,"  _     _     _     _     _  
 | | _ | | _ | | _ | | _ | | 
 )  | | _ | | _ | | _ | |  ( 
(   )  | | _ | | _ | |  (   )
 \_(   )  | | _ | |  (   )_/ 
    \_(   )  | |  (   )_/    
       \_(   ) (   )_/       
          \_(   )_/          
             \_/             
                             
                             
               __            
              (  )           
               ~~
           "
17,25,"         _______         
         |""""""""""|         
         |iIjIi|         
        //     \\        
       //       \\       
      //         \\      
     //           \\     
    //             \\    
   //               \\   
  //                 \\  
 //                   \\ 
//   /  /   |   \  \   \\
                         
  ___                    
 /o o\                   
|  o  |                  
 \___/
                  "
30,32,"         ,ad88ba,               
       ,dP'    `Yb,             
       8""        ""8             
       8          8             
       8          8             
       Y,        ,P             
       `b        d'             
        8        8              
        8        8              
        8aaaaaaaa8              
       ,8aaaaaaaa8,             
      ,dP        Yb,            
     ,8P          Y8,           
    ,dP            Yb,          
   ,8P              Y8,         
  ,dP                Yb,        
 ,8P                  Y8,       
 dP                    Yb       
 8I                    I8,      
I8'                    `8I      
I8                      8I      
I8                      8I      
`8                      8'      
 Yb                    dP       
 `8b                  d8'       
  `8baaaaaaaaaaaaaaaad8'        
   `8baaaaaaaaaaaaaad8'         
    `8b,          ,d8'  Normand 
     `8b,        ,d8'   Veilleux
      `Y8baaaaaad8P'
           "
16,33,"               /////'            
              '  # o             
              C   - |            
 ___          '  =__'        ___ 
(` _ \_       |   |        _/  ')
 \  (__\  ,---- _ |----.  /__)- |
  \__  ( (           /  ) )  __/ 
    |_X_\/ \.   #  _.|  \/_X_|   
      |  \ /(   /    /\ /  |     
       \ /  (  ,    /  \ _/      
            /______/             
           [:::::::]             
          /*%*%*%*%*\            
          >%*%#%*%*%|            
         /%*%*#*%*%*\            
        ######^######  b'ger
    "
23,38,"        |||||||||                     
        | _   _ |                     
       (  ' _ '  )                    
        |  ___  |                     
         |_____|                      
  _______/     \_______               
 /                     \              
|   |\             /|   |             
|   ||  .       .  ||   |             
|   / \           / \   |             
\  |   | |_ | _| |   |  /             
|==|   | |_ | _| |   |==|             
/  /_ _|_|__|__|_|_ _\  \             
|___| /            \|___|             
      |     |      |                  
      |     |      |                  
      |MEX  |   MEX|                  
      |     |      |                  
      ""|""""|""""""|""""|""""                  
       |  |   |  |      -ThE PUNISHER-
       |  |   |  |                    
      /   )   (   \                   
     Ooooo     ooooO
                 "
12,39,"=-=-=-=-=-=-=-=-=-)-=-=-=-=-=-=-=-=-=- 
_| |__| |________(_________| |__| |___ 
 \  \/  /         )        \  \/  /    
  )    (         (          )    (     
  |    |         (          |    |     
  |    |          \|        |    |     
  |    |           \o       |    |     
  |    |           ( \      |    |     
  |    |                    |    |     
  |    |                    |    |     
  |    |                    |    |Zot  
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
"
16,27,"               _           
  _____.------[_]          
 +------------|x|          
 |            |x|          
 |            |x|          
 |            |x|          
 |            |x|          
 j            |x|          
' \/\_        |X|          
  (           |X|          
 (o)          |X|          
              |X|          
    \         FXJ          
     z!      J>X<L         
            /_>x<_\        
           []     []    VK
"
7,10,"   |\_    
  /  .\_  
 |   ___) 
 |    \   
 |  =  |  
 /_____\  
[_______]
"
10,19,"   _______________ 
8 |_|#|_|#|_|#|_|#|
7 |#|_|#|_|#|_|#|_|
6 |_|#|_|#|_|#|_|#|
5 |#|_|#|_|#|_|#|_|
4 |_|#|_|#|_|#|_|#|
3 |#|_|#|_|#|_|#|_|
2 |_|#|_|#|_|#|_|#|
1 |#|_|#|_|#|_|#|_|
   a b c d e f g h
"
10,39,"          __    __    __    __         
bw     8 /__////__////__////__////     
      7 ////__////__////__////__/      
     6 /__////__////__////__////       
    5 ////__////__////__////__/        
   4 /__////__////__////__////         
  3 ////__////__////__////__/          
 2 /__////__////__////__////           
1 ////__////__////__////__/            
   a  b  c  d  e  f  g  h
             "
17,20,"         ,....,     
      ,::::::<      
     ,::/^\""``.     
    ,::/, `   e`.   
   ,::; |        '. 
   ,::|  \___,-.  c)
   ;::|     \   '-' 
   ;::|      \      
   ;::|   _.=`\     
   `;:|.=` _.=`\    
     '|_.=`   __\   
     `\_..==`` /    
      .'.___.-'.    
     /          \   
jgs ('--......--')  
    /'--......--'\  
    `""--......--""
  "
7,39,"   _O/                   ,             
     \                  /           \O_
     /\_             `\_\        ,/\/  
     \  `       ,        \         /   
     `       O/ /       /O\        \   
             /\|/\.                `   
jgs
                                   "
20,17,"     _/.-        
  ../.-'(()      
 (( ) )))        
  /)- _))        
 ( \_  )         
  \-\|(__        
   \/-'  \       
   (_) |\-\      
    | (  ) )     
    |--\/_'      
_.-'  . \_'._    
'-.'_|_|__\.-'   
    | /. \       
    |(  '.\      
    \ \   \'.    
     \_)   \_)   
      )| mrf\|   
___,-'__)___|\   
            | )  
            '.'
 "
9,39,"    ,-'""""""`-,    ,-----.               
  ,' \ _|_ / `.  | 501 |               
 /`.,'\ | /`.,'\ `-----'  |            
(  /`. \|/ ,'\  )      |  H            
|--|--;=@=:--|--|   |  H  U            
(  \,' /|\ `./  )   H  U  |            
 \,'`./ | \,'`./    U  | (|)           
  `. / """""" \ ,'     | (|)              
hh  '-._|_,-`      (|)
                "
12,23,"        _....._        
    _.:`.--|--.`:._    
  .: .'\o  | o /'. '.  
 // '.  \ o|  /  o '.\ 
//'._o'. \ |o/ o_.-'o\\
|| o '-.'.\|/.-' o   ||
||--o--o-->|<o-----o-||
\\  o _.-'/|\'-._o  o//
 \\.-'  o/ |o\ o '-.// 
  '.'.o / o|  \ o.'.'  
    `-:/.__|__o\:-'    
       `""--=--""`
      "
16,31,"       _  \|/                  
 -c/,=<<  ) \                  
  ( /    < ) |                 
  //    ""(  _/                 
 //_,___,/-' `\_               
(___|       me \`\             
    '--)        \--            
       (         ) \           
        \=(===)==/\ \          
        |        >>(8\=        
        |    ,    \ """"         
        |   / \    \           
        |  /   \    \          
        |  \    \    \         
        |___\    \____\        
        ( )         ( )    miK
"
7,14,",  0          
 \/|\_,=(-----
   |          
  / \         
 /   \  pjl   
 \   /        
 ^' '--
      "
8,24,"    m                   
   /                    
   \C        \          
 _ /`--|)---- \_ O__/   
 \`\          `\/_\     
`` /_            \\     
                 ` \ BP 
                   -'
  "
12,23,"   ,-; __              
  /   (_`>            /
 /    ooo            / 
<----((|))\         ,  
      \O/  \       /   
      |O|   v----#'    
      OOO       /      
      / \              
     /   \  pjl        
    (     >            
     \   /             
     ,} <_,
           "
23,35,"                 __                
              .-'||'-.             
            .'   ||   '.           
           /   __||__   \          
           | /`-    -`\ |          
           | | 6    6 | |          
           \/\____7___/\/          
   .--------:\:I:II:I:/;--------.  
  /          \`:I::I:`/          \ 
 |            `------'            |
 |             \____/             |
 |      ,     __   _____   ,      |
 |======|    / /  /  _  \  |======|
 |======|   / /__ \ <_> /  |======|
 |~~~~~|   | <_> \/ <_> \   |~~~~~|
 |     |\   \____/\_____/  /|     |
  \    \|                  |/    / 
  `\    \  _ _.-=""""=-._ _  /    /' 
    `\   '`_)\\-++++-//(_`'   /'   
jgs   ;   (__||      ||__)   ;     
       ;   ___\      /___   ;      
        '. ---/-=..=-\--- .'       
          `""""`        `""""`
        "
23,35,"                 __                
              .-'||'-.             
            .'   ||   '.           
           /   __||__   \          
           | /`-    -`\ |          
           | | 6    6 | |          
           \/\____7___/\/          
   .--------:\:I:II:I:/;--------.  
  /          \`:I::I:`/          \ 
 |            `------'            |
 |             \____/             |
 |      ,    __     ___    ,      |
 |======|   /  |   / _ \   |======|
 |======|   ^| |  | | | |  |======|
 |~~~~~|     | |  | |_| |   |~~~~~|
 |     |\   [___]  \___/   /|     |
  \    \|                  |/    / 
  `\    \  _ _.-=""""=-._ _  /    /' 
    `\   '`_)\\-++++-//(_`'   /'   
jgs   ;   (__||      ||__)   ;     
       ;   ___\      /___   ;      
        '. ---/-=..=-\--- .'       
          `""""`        `""""`
        "
8,18,"      .-::"":-.    
    .'''..''..'.  
   /..''..''..''\ 
  ;'..''..''..''.;
  ;'..''..''..'..;
   \..''..''..''/ 
    '.''..''...'  
jgs   '-..::-'
   "
15,14,"    _...._    
  .'.o' o.'.  
 /o o .o' o'\ 
|'.o 'o. o'.o|
|o. o' o 'o .|
 \ o .o.'o'./ 
  '._o__o_.'  
     \  /     
      ||      
      ||      
      ||      
      ||      
      ||      
 jgs  ||      
      \/
     "
8,22,"       .\^/.          
     . |   | .        
     |\| O |/|        
  .--'  /\\> '--.     
   \  _/ < \   /      
    > =  '  ` <       
   '~|/~~|~~\|~'      
jgs      |
           "
12,16,"          ___   
         [_  ]  
        [do\ ]  
         \L//   
         /XX\\  
        {XXX{ } 
\\       XXX N  
 \\=====[===[M] 
         / / /  
        [=[==]  
         \ \ \  
         doPdoP
"
22,25,"    |||||||              
   /       \             
   | o   o |             
   |   o   |             
   | |___| |             
   \_______/             
 _____| |______          
|              |         
|  |        |  |         
|  |        |  |      // 
|  |        |  |     //  
|  |========|  |======   
\__/        \__/         
   |        |            
   |   ||   |            
   |   ||   |            
   |   ||   |            
   ##  ||  ##            
___|#  ||  #|____        
|  #   ||   #   |        
|______||_______|        
|_|_|__||_|_|_|_|
       "
7,19,"             _     
         __ ( }    
       '---. _`---,
       ___/ /      
     /,---'\\      
           //      
jgs       '==
     "
7,15,"      _        
     { ) __    
 ,---'_ .---'  
       \ \___  
       //'---,\
       \\      
jgs    =='
    "
12,18,"            (,    
        _   /|    
       {())/ |    
   ,)_,,((( /     
    `___ ))|      
        `  ,      
        /    `,   
       /`-- '\    
       \`   `.`   
        \|    \|  
ejm    _;_)  _;_) 
      -'-'- -'-'-
"
15,28,"    ,--.                    
    /=\ ) -------           
    ""_/ (____               
     \ (____ \ ___          
     /\   \ \_\_            
 ___/ /\   \ \__)  ------   
(_|__/  \   )               
        /  /\ ______        
       /  A  \              
      /  / \  \             
      \ (   `. \   -------  
       \ \    \ \           
       _\ \   _\ \  _____   
______(____]_(____]________ 
_________________________hh
"
19,36,"    ,                               
   /'.___                           
  (      `.                         
   `.----. )                        
    (.(.)' )                        
    /_   3(                         
     |- /\_\                        
     `-' (||),-'"".                  
___.----- )   _,. \                 
`--'-----/   (   \ \__              
        f     |   `'--'             
        l_____;                     
        /   ;  \                    
       /  ,'`.  `----:,\            
       \  \   `------::,\           
        \  \          `' \          
         \  \  =jf=     `'          
       ,:::::                       
     (___|_|__........ ...  . ..  .
"
18,34,"               ____               
          .-'""""    """"`-.          
       .-'              `-.       
     ,'       ____         `.     
   ,'       ,'    `.         `.   
  /         '-')    \  _       \  
 /         ,'`'      \( ).--.   \ 
;          \, / /\   ||/( ('     :
:            / /  |  |  _) )     :
|           / /___|  \ )__/      |
:          /  ____    \          :
:         (  /    |   |          ;
 \        |  |    |    \_/)     / 
  \     .'   `--)  \    _/     /  
   `.  /,-'''""-'    `--'     ,'   
     \.'                   ,'     
       `-.              ,-'       
          `-.,,____,,.-'
         "
8,37," ____                          ____  
`;   `.  _  _    __    _  __ ,'   ;' 
 | || | | || | ,'  `| | |/ / | ||_|  
 | || | | || | | ||_| | | /  | |     
 |   <  | || | | |    |  /   ` .` .  
 | || | | || | | | __ |  \    _ | |  
 | || | | || | | || | | | \  | || |  
 |___,' `.__.' `.__.' |_|\_\ `.__.'
 "
8,35,"|""""""\ |""""""|""""""""""""""""""""""""""""""""""""""""""""\ 
|    \|   |  ,-------.  ,-.   ,---`
|  |\     |  `""""""""""/ |  |  \   \   
|  | \    |  ,----'  |  |   `.  `. 
|  |  |   |  `------,|  |,---'   ; 
|  |  |___|________/ |__|\_____,'  
|  |                               
 \/
                               "
11,30,"         ,--""""""|""""""--.        
       .'      |      `,      
   __/_ `.     |     ,' `\    
  |    |  `.   |   ,'     |   
  `,   |    `--|--'        |  
.-'`-, `.______|___________|  
 ;'`;.   `-.   |           |  
    |\      `-.|-._       |   
     \;-._     `.  "".   ,/    
       \.-""-.___/    ""-/      
         `--.__|__.--'
       "
11,39,"     ,--------------.                  
     L_____.-""~\~""-. -                 
    /     /""""-.__\-/\ \                
    L____|_______|___| |               
   /     |       |   | |               
   L______\__--""/~""\/ /                
  /        `-._/_.-' -                 
  |       _________-""                  
 /       /    /""""""] __  __  _    __  __
 |       |   /---' ,_] /   /_)  /   (  
/_______/   /     (_/ [__ [__  /   __)
"
14,23,"  ,----.               
 /      `-.            
|   _______\_________  
|  |HHHHH/""\""\HHHHHHH| 
 \ |HH`\|_.-)'|/'dP,H| 
  \|Hb.`\\_/_//'.oddH| 
   |HHHb|`.\/\,'|HHHH| 
   |HHHHb/\/\/\/|HHHH| 
   |HHHHHb/\/\/|HHHHH| 
   |HHHHHH|/\/\|HHHHH| 
   |""""""""""""""""""""""""""""""""""| 
   | |"""" /\ \  / |"""" | 
   | |__/--\ \/  __| | 
   `-----------------'
"
15,31,"             _____             
       _,ooHHHHHHHHHoo._       
     ,dHHHP^^""""""""""^^?HHHb.     
   ,dHHP'             `?HHb.   
  dHHP'   _..-----.._   `?HHb  
 |HHP  ,-'           `-.  ?HH| 
|HHY  / |\[~""|""|)/\|""|"" \  YHH|
|HH|_|__|/|_ | |\\/| | __|_|HH|
|HH| |  |)|(`""|""/\|\|(`  | |HH|
|HHL  \_| |_) | \/| |_)_/  JHH|
 |HHb   `-.__     __.-'   dHH| 
  ?HHb.      """"""""""      .dHHP  
   `?HHbo._         _.odHHP'   
     `?HHHHbboooooddHHHHP'     
        `^^??HHHHHPP^^'
       "
15,31,"             _____             
       _,--""""     """"--._       
     ,'  _.--""""""""""--._  `.     
   ,'  ,'             `.  `.   
  /  ,'   _..-----.._   `.  \  
 |  /  ,-'           `-.  \  | 
|  Y  / |\[~""|""|)/\|""|"" \  Y  |
|  |_|__|/|_ | |\\/| | __|_|  |
|  | |  |)|(`""|""/\|\|(`  | |  |
|  L  \_| |_) | \/| |_)_/  J  |
 |  \   `-.__     __.-'   /  | 
  \  `.      """"""""""      .'  /  
   `.  `-._         _.-'  ,'   
     `._   """"-----""""   _,'     
        `--.._____..--'
       "
17,39," __  __ __ __  __   __    __   ___     
// ` ||_|| || // `  /\\  // ` // \\    
\\_,_|| ||_|| \\_,_/""""\\ \\_T \\_//    
    , ____ __  _ __  __   __  .        
   /|  ||_) || | ||  ||  (( ` |\       
  |-|._||_) \\_/_||_,||_,__)),|-|      
  [  ""-.___________________.-""  ]      
   \_     /   ___.___   \     _/       
     ""-__[    ===!===    ]__-""         
   .-"""" _|=__    |    __=|_ """"-,       
    `"""""" \  ""`==' `=='""  / """"""'        
          \  \\     //  /              
           \  |\___/|  /               
            \,;-----;./                
            |  @@ @@  |                
             \ -""""""- /                 
              `-----'
                 "
17,39,"           .---_.""""""""""""""---.           
        .-_   |_. |.|     _ ""-.        
     ,-' ; `\ |_. |`|   _ \` . `-.     
    / .   `."".--""""""|""""""--""-' ,'.  \    
   /,  `,' .'      |      `.' _.-, \   
  |`.`,__/_ `.     |     ,' `\ >'`;.|  
 |. _'|    |  `.   |   ,'     | -"" ' | 
| L__J`,   |    `--|--'        |,-,-, |
|    .-'`-,`.______|___________|| | | |
|     ;'`;.  `-.   |           |      |
 |      |\      `-.|-._       |      | 
  |   /  \;-._     `.  "".   ,/ ,'   |  
   \ /-""/_,\.-""-.___/    ""-/_-. """",/   
    \  /' ,'|`--.__|__.--'_ \-'- '/    
     `-. '`/  /"") |"", | ("" \ ` ,-'     
        `._  /""|  |""|  | `-'_.'        
           ""---._______.---""
          "
17,34,"|""""""\ |""""""|""""""""""""""""""""""""""""""""""""""""""\ 
|    \|   |  ,------.  ,-.   ,---`
|  |\     |  `""""""""/ |  |  \   \   
|  | \    |  ,---'  |  |   `.  `. 
|  |  |   |  `-----,|  |,---'   ; 
|  L  |___|_______/ |__|\_____,'  
 \ / ,'|""""""""""""""/"""""""""""""""")`.       
  ` /  |      /        /   \      
   |    |    |       ,'     |     
  |_    |    |      /        |    
  | ""-._ |   |     |   __..-""|    
  |     ""|.._|___..|-""""      |    
   |     |   |     |        |     
    \   /    |      \      /      
     `,'      |      `-._,'       
       `._     \      _,'         
          `--.._\..--'
           "
19,35,"       ___________________________ 
       |         |'""-._-'`._.-;   |
       |       __|.-\"""";""-.  /    |
      |        `./"""""""";.--""\ ""-. | 
      |        <|   ,-'.\-._|_.-'| 
     |        ,'|  /  ;  |  |`. |  
     |     , ',',\'   |  | /.-- |  
    |   , ',', ',';-./__.''/   |   
    |, ',', ',', ','v\   /     |   
   |',', ',', ','     `v'     |    
   |, ',', ','                |    
  |',', ','                  |     
  |__________________________|     
  __        _   __                 
 |__) |__|,' | |__ |\ | | `./      
|    |  | |_,'|__ | \| | /`.       
 .----  ,    ,  ,---.  .----       
`---.  /    /  /    / `---.        
----'  `---'  '    ' -----'
       "
23,31,"                      .        
                    ,-; . ,    
           ________i_,',//     
     _odHHHHHHHHHHHHHHHHbo_    
   dP^'         ;.| ||,; `^?b  
  |H           ))`'||/';    H| 
   ?bo.     .=;'   |||.' ,odP  
     `?oo.-','     ||'oodP'    
       /'  /      / |/         
      |   |    _-'  ||         
     ||  |   ,'     J|         
     | \ |   |     / |         
      |_\ L  L  .-' |          
       \.)`-.;-;__./           
         ""-._;_.-""             
                               
  || ||  ||   |||   || ||  ||  
 |||||| ||  || ||  |||||| || ,|
|| | || || || `|| || | || || `|
                              J
       || || ||==   ||| ==||=' 
      ||=|| ||==  || ||  ||    
      || || ||== || `||  ||
   "
24,39,"                   |                   
            .     | |     ,            
            |\    | |    /|            
.      .    | \  |   |  / |    ,      ,
 `;.   \`.  |  \ |   | /  |  ,'/   ,;' 
  `.`.  \ `.|   `'   `'   |,' /  ,','  
    `.`. \    __.......__    / ,','    
     ;.';\;-""""C R A M E N""""-;/;`.;     
     `.-""S A__..-------..__T O""-.'     
,------`_.-""|| --------- ||""-._'------.
| |""""| |""""| `""""""""""""""""""""""""""' |""""""""""""""| |
| |  | |  | |""||""`.|""||""""""""||  |"""";.| |
| |  |,' ,' | || i.  || |""`  \. `.  ` |
| |   ,. `. | || | | || |,-.  `\. `.  |
 | |  | |  || || | | || || ||._ |  | | 
 | |  | |  ||_||_| |_||____||  -'  | | 
 | |  | |_-;.--"""",-.-.""""--..`--._  | | 
  \ \-""..-""    ,'""/|\""`.    ""-,. ""/ /  
   |.-""  `.    ( / | \ )    ,'  ""-.|   
        ,',`.  ;.' | `,;  ,'.`.        
      ,','   `""; `-`-' ;""'   `.`.      
    ,','                       `.`.    
  ,','                           `.`.  
  `'                               `'
 "
8,14," ,.           
 \-'__        
/ o.__o____   
\/_/ /.___/--,
  ||\'        
  | /         
  \_\         
  -'' mrf
    "
8,36,"    .------.         .------.       
  .'      //`.     .'        `.     
 /       //   \   /            \    
|       //     : |    ......:::::   
:      //      | :::::''''''    |   
 \    //      /   \            /    
  `._//    _.'     `._      _.'  AsH
    `""----""'         `""----""'
      "
8,12,"     -o     
   o   `o   
   '        
   \_Q_/    
     I      
    /T\     
    \|/     
____=0=____
"
22,35," .:'.                              
:::  :                             
 ':.'                              
             \                     
            ,)\                    
              \\,sSss              
               ')ssssS             
                \_sSSsSs           
                 _) ssSsss         
                /   s s s          
               / .'   (            
          ____/ / \.   \           
         {,----'    )   \          
                   /    ))         
                  /  .-'  \        
                 / .'  '.  \       
                ( <      '. ',--._ 
                 \ \       '-----.(
                  \ |            )/
                   \;            ' 
                   /_)             
             snd  L/
              "
21,28,"            **              
          '**'''            
          .'                
         **    .**          
          '*.***''          
  ..        ***.            
 ***.       *****           
 **''.      ***'*           
 *' .*.... .***  *          
 *  ***********...''        
.' ****************.        
'   ******************..    
    *****'*************..   
  .**'**' ***************'  
   ''***   '''************  
     **''.    '**  *'*****. 
      '* '     **  *  ***** 
        *.     '*  * ******.
         *.     **  ****'   
                 * '**'     
                 *
         "
9,32,"         o                      
        o  o                    
        o o o                   
      o                         
     o    ______          ______
     _ *o(_||___)________/___   
   O(_)(       o  ______/    \  
  > ^  `/------o-'            \ 
D|_|___/
                       "
10,23,"            |\         
             \\        
        .-""""""-||       
       / _\__ ||       
       |/____`||       
       ((__,__)|       
        |  __.'/       
jgs     '.(_).'        
                       
             *Snorkel*
"
20,33,"                  _______ ______ 
                  |     / |    / 
       O          |    /  |   /  
                  |   /   |  /   
    o  O 0         \  \   \  \   
    o               \  \   \  \  
       o            /  /   /  /  
        o     /\_  /\\\   /  /   
         O  /    /    /     /    
 ..       /    /    /\=    /     
.  ))))))) = /====/    \         
. (((((((( /    /\=  _ }         
. |-----_|_+( /   \}             
. \_<\_//|  \  \ }               
 ...=Q=  |==)\  \                
   \----/     ) )   Diving is OK!
             / /                 
            /=/   -Berton Corson-
          \|/                    
          o}
                    "
28,36,"           _______///               
          /  ______/                
         /  /_____]                 
         |==((_/\_)                 
      __ \G  //==\                  
     //\\ || [[==]                  
    //  \\ |/)/_/                   
    || __/-//  }\-\__               
    ||/ / // \  /  \ \              
    \\  |//   \/   |  |             
     \\_//     |   |  /             
     /  \          /  \             
     |  ||        ||  |             
     \  /|        |\  /             
     /  \ \___ __/\/  \             
     | /  |[]__[]|\\\ |             
     |/  |        |\\\|             
     |\  |        | \/|             
     ||  |    |   |  \\             
         |____|___|  [O]            
          \  /\  /   [O]            
          /{}\/{}\                  
          |  ||  |                  
          |  ||  |      -A. Bormann-
          \  /\  /                  
           \/  \/                   
 __________/\  /\__________         
//_/_/_______\/_______\_\_\\
       "
17,37,"              *                      
              XX                     
             MMMMM                   
             //(00                   
          .:.....                    
        .:::::::::                   
       :: %%%%%% ::.                 
      ::  ::::::  :::::::I)          
      (%  ::::::         |           
      /   |   /_____     |           
     /    |         ))   |           
    /      ------/ //    |           
   /            / //     |           
  /            / //      |           
 *            ZZZZ       *           
    _________ZZZZZZ_________//_//    
------------------------------------
"
10,21,"          ___        
      _.-'___'-._    
    .'--.`   `.--'.  
   /.'   \   /   `.\ 
  | /'-._/```\_.-'\ |
  |/    |     |    \|
  | \ .''-._.-''. / |
   \ |     |     | / 
    '.'._.-'-._.'.'  
jgs   '-:_____;-'
   "
10,21,"          ___        
      .:::---:::.    
    .'--:     :--'.  
   /.'   \   /   `.\ 
  | /'._ /:::\ _.'\ |
  |/    |:::::|    \|
  |:\ .''-:::-''. /:|
   \:|    `|`    |:/ 
    '.'._.:::._.'.'  
jgs   '-:::::::-'
   "
12,21,"         _           
        |.|          
        ]^[          
      ,-|||~\        
     {<|||||>}       
      \|||||/        
      {/   \}        
      /__9__\        
      | / \ |        
      (<   >)        
     _|)   (|_       
,.,.(  |.,.|  ).,.,.
"
